,video_id,title,tags,views,likes,dislikes,comment_total,combined_features,index
12,-Egtbs-go4Q,Why Do Female Hyenas Have Pseudo-Penises?!,MiutEarth Miut Earth MiutPhysics Miut Physics arth histry scic virmt virmtal scic arth scic bilgy rprducti psudpis hya masculiizati mimicry,218853.0,9184.0,164.0,896.0,MiutEarth Miut Earth MiutPhysics Miut Physics arth histry scic virmt virmtal scic arth scic bilgy rprducti psudpis hya masculiizati mimicry Why Do Female Hyenas Have Pseudo-Penises?!,12
1241,VQTyRVBkeIw,Why Is Your Grandma So Short?,MiutEarth Miut Earth MiutPhysics Miut Physics arth histry scic virmt virmtal scic arth scic Stutig Stutd Grwth Hight Nutriti Malutriti Malabsrpti Ostprsis Fd iscurity saitati,311893.6666666667,11492.666666666666,310.6666666666667,1229.3333333333333,MiutEarth Miut Earth MiutPhysics Miut Physics arth histry scic virmt virmtal scic arth scic Stutig Stutd Grwth Hight Nutriti Malutriti Malabsrpti Ostprsis Fd iscurity saitati Why Is Your Grandma So Short?,1241
1217,UkMZJrbCRdQ,Why Farming Is Broken (And Always Has Been),MiutEarth Miut Earth MiutPhysics Miut Physics arth histry scic virmt virmtal scic arth scic agricultur farmig prial aual krza plycultur prmacultur atural systms agricultur agrfrstry ally crppig Ws Jacks Lad Istitut,310786.0,12767.8,721.8,1408.2,MiutEarth Miut Earth MiutPhysics Miut Physics arth histry scic virmt virmtal scic arth scic agricultur farmig prial aual krza plycultur prmacultur atural systms agricultur agrfrstry ally crppig Ws Jacks Lad Istitut Why Farming Is Broken (And Always Has Been),1217
326,7pOXunRYJIw,"See Through Suppressor in Super Slow Motion (110,000 fps)  - Smarter Every Day 177",Smartr Evry Day Scic Physics Dsti Sadli Educati Math Smartr Evry Day xprimt atur dmstrati slw mti slw mti ducati math scic scic ducati what is scic Physics f prjcts xprimts scic prjcts supprssr silcr stria silcr c autmatic rifl gu NRA Rifl Sipr,2181912.0,53892.666666666664,1318.3333333333333,2040.0,"Smartr Evry Day Scic Physics Dsti Sadli Educati Math Smartr Evry Day xprimt atur dmstrati slw mti slw mti ducati math scic scic ducati what is scic Physics f prjcts xprimts scic prjcts supprssr silcr stria silcr c autmatic rifl gu NRA Rifl Sipr See Through Suppressor in Super Slow Motion (110,000 fps)  - Smarter Every Day 177",326
1244,VSrEIdhrXB4,How to Build a Teleporter with Aliens,physics miutphysics scic,390679.6,16227.2,614.4,1715.0,physics miutphysics scic How to Build a Teleporter with Aliens,1244
382,96LawfHPh6s,"250,000 DOMINOES! - The American Domino Record - Smarter Every Day 178",Smartr Evry Day Scic Physics Dsti Sadli Educati Smartr Evry Day xprimt slw mti slw mti ducati math scic scic ducati prjcts xprimts scic prjcts dmis simd dmis dmi scic machi hvsh5 Th Icrdibl Scic Machi: GAME ON! GAME ON HEVESH5 gams thmd dmi stup Stv Pric - Spric Machis Lily Hvsh - Hvsh5 Lily Hvsh triblgy,931946.25,27692.0,1115.5,5508.5,"Smartr Evry Day Scic Physics Dsti Sadli Educati Smartr Evry Day xprimt slw mti slw mti ducati math scic scic ducati prjcts xprimts scic prjcts dmis simd dmis dmi scic machi hvsh5 Th Icrdibl Scic Machi: GAME ON! GAME ON HEVESH5 gams thmd dmi stup Stv Pric - Spric Machis Lily Hvsh - Hvsh5 Lily Hvsh triblgy 250,000 DOMINOES! - The American Domino Record - Smarter Every Day 178",382
2435,zcqZHYo7ONs,Bell's Theorem: The Quantum Venn Diagram Paradox,physics miutphysics scic,746995.1666666666,31190.333333333332,816.3333333333334,3480.1666666666665,physics miutphysics scic Bell's Theorem: The Quantum Venn Diagram Paradox,2435
1136,ScmJvmzDcG0,Forensic Science: Last Week Tonight with John Oliver (HBO),frsic scic jh livr frsic scic,3296280.0,67595.6,1733.6,4560.6,frsic scic jh livr frsic scic Forensic Science: Last Week Tonight with John Oliver (HBO),1136
1855,kbvS-aeEi-8,Make Mega Blender VS Coca Cola in Slow Motion - Cause I can,slw mti SLOW MO mak xprimt cca cla isa mga bldr awsm mga slw m guys bldr causica smartr vry day scic physics smartr vry day scic ducati xprimts scic prjcts physics f ppl ar isa,73188.5,3299.0,71.5,466.5,slw mti SLOW MO mak xprimt cca cla isa mga bldr awsm mga slw m guys bldr causica smartr vry day scic physics smartr vry day scic ducati xprimts scic prjcts physics f ppl ar isa Make Mega Blender VS Coca Cola in Slow Motion - Cause I can,1855
543,DHYRxML2SpA,What Animal Will Survive When Everyone Dies?,surviv i spac spac tardigrads tardigrad watr bar mss piglt bactria caibal mass xticti radiati xyg dplti prssur cryptbisis mtablic prcss Itratial Scity f Tardigrad Hutrs hw t fid a tardigrad hw t s a tardigrad wird scic Lw Earth Orbit lif ggi scic aimati aimatd scic blck,422344.0,14616.666666666666,210.66666666666666,2557.0,surviv i spac spac tardigrads tardigrad watr bar mss piglt bactria caibal mass xticti radiati xyg dplti prssur cryptbisis mtablic prcss Itratial Scity f Tardigrad Hutrs hw t fid a tardigrad hw t s a tardigrad wird scic Lw Earth Orbit lif ggi scic aimati aimatd scic blck What Animal Will Survive When Everyone Dies?,543
331,7xCQ4B40wOc,How to Explode a Pumpkin - Don't Actually Do This,lasr cuttr william sma crappy scic scic hallw xpld pumpki blw up blwig up xy actyl xy actyl pumpki pi diy makr xplsi xpldig pumpkis,114294.0,6236.5,44.5,557.5,lasr cuttr william sma crappy scic scic hallw xpld pumpki blw up blwig up xy actyl xy actyl pumpki pi diy makr xplsi xpldig pumpkis How to Explode a Pumpkin - Don't Actually Do This,331
253,5fYkPljB9Zk,Making a Sword with THERMITE!,Thrmit swrd scic mak diy,682513.6,26092.4,632.8,3724.4,Thrmit swrd scic mak diy Making a Sword with THERMITE!,253
2166,sa3G0vBlucg,Preserving the Migration of Giants: Guyana's Arapaima,th fild musum chicag fild musum scic Bilgy (Fild Of Study) bilgy ducati musums aimals histry wrld histry atural histry Fild Musum Of Natural Histry (Musum) Cultur Dcumtary th brai scp brai scp mily grasli hak gr spcis Chicag (City/Tw/Villag) Musum (Buildig Fucti) atur discvry Guyaa arapaima raifrst migrati giat fish suth amrica wm i scic wm i stm ichthylgist,25325.0,1897.3333333333333,10.0,179.66666666666666,th fild musum chicag fild musum scic Bilgy (Fild Of Study) bilgy ducati musums aimals histry wrld histry atural histry Fild Musum Of Natural Histry (Musum) Cultur Dcumtary th brai scp brai scp mily grasli hak gr spcis Chicag (City/Tw/Villag) Musum (Buildig Fucti) atur discvry Guyaa arapaima raifrst migrati giat fish suth amrica wm i scic wm i stm ichthylgist Preserving the Migration of Giants: Guyana's Arapaima,2166
794,JcI8yn7xQWo,Neil deGrasse Tyson Answers Science Questions From Twitter | Tech Support | WIRED,il dgrass tys tch supprt twittr dt startalk uivrs uivrs qustis uivrs qusti qustis twittr tch supprt il dgrass tys tch supprt il dgrass tys twittr il dgrass tys scic il dgrass tys qustis qusti dark mattr higgs bs scic qustis qustis abut th uivrs scic ifrmati il dgrass scic supprt csmic supprt wird wird.cm tch tchlgy,644185.0,22987.0,696.0,2701.0,il dgrass tys tch supprt twittr dt startalk uivrs uivrs qustis uivrs qusti qustis twittr tch supprt il dgrass tys tch supprt il dgrass tys twittr il dgrass tys scic il dgrass tys qustis qusti dark mattr higgs bs scic qustis qustis abut th uivrs scic ifrmati il dgrass scic supprt csmic supprt wird wird.cm tch tchlgy Neil deGrasse Tyson Answers Science Questions From Twitter | Tech Support | WIRED,794
820,K7pQsR8WFSo,Schlieren Imaging in Color!,vritasium scic physics shlir imagig phtgraphy pig-pg ball light clr clur flam match slw-m slw mti,575165.75,27638.25,265.0,2215.75,vritasium scic physics shlir imagig phtgraphy pig-pg ball light clr clur flam match slw-m slw mti Schlieren Imaging in Color!,820
2444,zqE-ultsWt0,BFR | Earth to Earth,[],2268069.6,43610.0,849.8,7532.4,[] BFR | Earth to Earth,2444
1840,kAphgHhlteM,Blue Planet II Trailer 2 - BBC Earth,plat arth 2 plat arth II blu plat blu plat II blu plat 2 has zimmr prqul ca cas sa watr whal shark ctpus bbc dcumtary BBC BBC Wrldwid Natur Natural Histry Aimals Wildlif Wild bbc arth sir david attbrugh blu plat trailr blu plat 2 trailr plat arth plat arth trailr xtdd trailr trailr,68021.0,3254.5,14.5,319.0,plat arth 2 plat arth II blu plat blu plat II blu plat 2 has zimmr prqul ca cas sa watr whal shark ctpus bbc dcumtary BBC BBC Wrldwid Natur Natural Histry Aimals Wildlif Wild bbc arth sir david attbrugh blu plat trailr blu plat 2 trailr plat arth plat arth trailr xtdd trailr trailr Blue Planet II Trailer 2 - BBC Earth,1840
260,5kZi3J2S52E,The Final Steps of Making Pyrimethamine (Daraprim),Scic xprimt chmistry Pyrimthami Daraprim,230503.5,7921.0,47.0,783.5,Scic xprimt chmistry Pyrimthami Daraprim The Final Steps of Making Pyrimethamine (Daraprim),260
425,AFxLA3RGjnc,First cosmic event seen in gravitational waves and light!,LIGO Virg cllabrati spac scic atial scic fudati liv stram aucmt brakig ws csmic gravitatial wavs light utr stars prss cfrc pr cllisi utr star cllisi multi-mssgr astrmy astrmy tlscp Lasr Itrfrmtr Gravitatial Wav Obsrvatry,137332.2,1492.4,52.0,0.0,LIGO Virg cllabrati spac scic atial scic fudati liv stram aucmt brakig ws csmic gravitatial wavs light utr stars prss cfrc pr cllisi utr star cllisi multi-mssgr astrmy astrmy tlscp Lasr Itrfrmtr Gravitatial Wav Obsrvatry First cosmic event seen in gravitational waves and light!,425
1257,VsXu80J31uc,What Would Happen If All The Bugs Died?,bugs iscts wasp ivasiv spcis gypsy mth asia lghrd btl msquit malaria CDC disas fd chai halth crps farmig iscticids psticids fd fd prducti aimals farm plliati fd supply Evirmt Whl Fds lif ggi scic aimati aimatd scic blck,378722.25,14525.75,228.0,3364.0,bugs iscts wasp ivasiv spcis gypsy mth asia lghrd btl msquit malaria CDC disas fd chai halth crps farmig iscticids psticids fd fd prducti aimals farm plliati fd supply Evirmt Whl Fds lif ggi scic aimati aimatd scic blck What Would Happen If All The Bugs Died?,1257
1414,_38JDGnr0vA,Blue Planet II : The Prequel,BBC BBC Wrldwid Natur Natural Histry Aimals Wildlif Wild bbc arth sir david attbrugh plat arth plat arth 2 plat arth II blu plat blu plat II blu plat 2 has zimmr radihad thm yrk prqul music cllabrati ca cas sa watr whal shark ctpus bbc dcumtary बीबीसी ग्रह पृथ्वी II नीले ग्रह II नीला ग्रह नीले ग्रह 2,944562.0,27068.0,227.2,2132.0,BBC BBC Wrldwid Natur Natural Histry Aimals Wildlif Wild bbc arth sir david attbrugh plat arth plat arth 2 plat arth II blu plat blu plat II blu plat 2 has zimmr radihad thm yrk prqul music cllabrati ca cas sa watr whal shark ctpus bbc dcumtary बीबीसी ग्रह पृथ्वी II नीले ग्रह II नीला ग्रह नीले ग्रह 2 Blue Planet II : The Prequel,1414
1931,mjSwRwAqQA4,Why It Is What Time It Is  (The History of Time),scic pbs digital studis pbs j has it's kay t b smart its kay t b smart it's k t b smart its k t b smart public bradcastig srvic atur dcumtary itskaytbsmart histry brif histry f tim histry f tim hw t tll tim timkpig clcks watch rpair 60 miuts hur miut scd sudial galil tim math arrw f tim,239959.5,12062.75,172.75,808.75,scic pbs digital studis pbs j has it's kay t b smart its kay t b smart it's k t b smart its k t b smart public bradcastig srvic atur dcumtary itskaytbsmart histry brif histry f tim histry f tim hw t tll tim timkpig clcks watch rpair 60 miuts hur miut scd sudial galil tim math arrw f tim Why It Is What Time It Is  (The History of Time),1931
117,2HcqS508lIo,The US Military's Most Powerful Gun,railgu military gu pwrful lctrmagtic gu lctric gu aval artillry scic girig histry ral girig,613941.3333333334,16606.0,505.3333333333333,1058.0,railgu military gu pwrful lctrmagtic gu lctric gu aval artillry scic girig histry ral girig The US Military's Most Powerful Gun,117
2263,v36OO-vZTQk,This AI Doesn’t Need Any Help from Humans,SciShw scic Hak Gr ducati lar AI artificial itlligc DpMid Ggl G AlphaG bard gam rifrcmt larig ural twrk arsls Islamic Nilmtr fld il gypt,181608.0,7375.0,116.0,855.0,SciShw scic Hak Gr ducati lar AI artificial itlligc DpMid Ggl G AlphaG bard gam rifrcmt larig ural twrk arsls Islamic Nilmtr fld il gypt This AI Doesn’t Need Any Help from Humans,2263
1002,PInMw_UmlHQ,HOTTEST Recorded Temperatures On Earth (THINGS & PLACES),Httst Rcrdd Tmpraturs  Earth httst tmpraturs tmpraturs arth tmpraturs clsius farhit vr rcrdd vr rcrdd  arth arth tmpratur rcrdd wrld rcrd highst ht wathr dath vally httst placs  arth httst tmpratur wrld rcrds wathr highst tmpratur httst wathr  rcrd th ifgraphics shw thifgraphicsshw httst tmpratur vr rcrdd httst day vr hat httst ht httst yar,144770.66666666666,4122.0,236.33333333333334,1343.3333333333333,Httst Rcrdd Tmpraturs  Earth httst tmpraturs tmpraturs arth tmpraturs clsius farhit vr rcrdd vr rcrdd  arth arth tmpratur rcrdd wrld rcrd highst ht wathr dath vally httst placs  arth httst tmpratur wrld rcrds wathr highst tmpratur httst wathr  rcrd th ifgraphics shw thifgraphicsshw httst tmpratur vr rcrdd httst day vr hat httst ht httst yar HOTTEST Recorded Temperatures On Earth (THINGS & PLACES),1002
831,KMZ2vfIoA9k,Mexico is planning to build its own Hyperloop,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy,61059.5,1721.0,78.5,1240.5,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy Mexico is planning to build its own Hyperloop,831
2121,rJTkHGXMdb0,What Would Happen If You Were Born In Space?,br i spac gravity br  th m hyprgravity simulatd micrgravity rprducti spac pup suprhr iss itratial spac stati da halth muscl b muscl mass b dsity xrcis xrcis i spac astraut md mtal halth asa twi study asa twi study sctt klly mark klly lif ggi scic aimati aimatd scic blck,700098.2,18951.4,596.0,3604.8,br i spac gravity br  th m hyprgravity simulatd micrgravity rprducti spac pup suprhr iss itratial spac stati da halth muscl b muscl mass b dsity xrcis xrcis i spac astraut md mtal halth asa twi study asa twi study sctt klly mark klly lif ggi scic aimati aimatd scic blck What Would Happen If You Were Born In Space?,2121
346,8Lv3tW7bWzU,Emily's Recommended Reading!,th fild musum chicag fild musum scic Bilgy (Fild Of Study) bilgy ducati musums aimals histry wrld histry atural histry Fild Musum Of Natural Histry (Musum) Cultur Dcumtary th brai scp brai scp mily grasli hak gr spcis Chicag (City/Tw/Villag) Musum (Buildig Fucti) atur discvry bks bk rviw d yg caitli dughty abby hward .. wils micrbilgy dath disaurs,19595.333333333332,1775.6666666666667,12.0,325.0,th fild musum chicag fild musum scic Bilgy (Fild Of Study) bilgy ducati musums aimals histry wrld histry atural histry Fild Musum Of Natural Histry (Musum) Cultur Dcumtary th brai scp brai scp mily grasli hak gr spcis Chicag (City/Tw/Villag) Musum (Buildig Fucti) atur discvry bks bk rviw d yg caitli dughty abby hward .. wils micrbilgy dath disaurs Emily's Recommended Reading!,346
1500,aysB58GG3uM,MAKING THE WORLD'S BIGGEST RAINBOW UNICORN CANDY FLOSS,Oli Whit Olivr Whit Jams Whit Brthrs Scic Fu Scic Th Zst Challgs Challg YuTubrs British Cady Flss Wrld rcrd Makig Cady Flss Biggst Cady Flss Biggst Cady Raibw Uicr Multiclurd Crazy Cady Flss Machi tst Circus Hallw Tap Christmas Swts,251753.0,13356.0,104.0,923.0,Oli Whit Olivr Whit Jams Whit Brthrs Scic Fu Scic Th Zst Challgs Challg YuTubrs British Cady Flss Wrld rcrd Makig Cady Flss Biggst Cady Flss Biggst Cady Raibw Uicr Multiclurd Crazy Cady Flss Machi tst Circus Hallw Tap Christmas Swts MAKING THE WORLD'S BIGGEST RAINBOW UNICORN CANDY FLOSS,1500
1049,QQP6c_xLetk,What Would Happen If You Never Stopped Eating?,fd atig atig t much vr stp atig hw much shuld yu at tastbuds halth calris hw may calris shuld yu at utrits mirals sugar cardivascular disas halthy atig typ II diabts high bld prssur sdium salt strk stmach cacr Fat tras fat chlstrl hart disas dath vratig lif ggi scic aimati aimatd scic blck,803577.0,20437.25,934.0,6165.75,fd atig atig t much vr stp atig hw much shuld yu at tastbuds halth calris hw may calris shuld yu at utrits mirals sugar cardivascular disas halthy atig typ II diabts high bld prssur sdium salt strk stmach cacr Fat tras fat chlstrl hart disas dath vratig lif ggi scic aimati aimatd scic blck What Would Happen If You Never Stopped Eating?,1049
1501,aysB58GG3uM,MAKING THE WORLD'S BIGGEST RAINBOW UNICORN COTTON CANDY FLOSS,Oli Whit Olivr Whit Jams Whit Brthrs Scic Fu Scic Th Zst Challgs Challg YuTubrs British Cady Flss Wrld rcrd Makig Cady Flss Biggst Cady Flss Biggst Cady Raibw Uicr Multiclurd Crazy Cady Flss Machi tst Circus Hallw Tap Christmas Swts,283287.0,14481.666666666666,117.0,962.0,Oli Whit Olivr Whit Jams Whit Brthrs Scic Fu Scic Th Zst Challgs Challg YuTubrs British Cady Flss Wrld rcrd Makig Cady Flss Biggst Cady Flss Biggst Cady Raibw Uicr Multiclurd Crazy Cady Flss Machi tst Circus Hallw Tap Christmas Swts MAKING THE WORLD'S BIGGEST RAINBOW UNICORN COTTON CANDY FLOSS,1501
614,FILJznSr6fs,SEMI-AUTOMATIC PORTABLE RAILGUN: SR-1 Introduction,railgu high vltag prtabl 3d pritd rail xpr-3 xpr-1 sr-1 scic tchlgy gadgts lctrmagtic,13586.0,48.0,4.0,7.0,railgu high vltag prtabl 3d pritd rail xpr-3 xpr-1 sr-1 scic tchlgy gadgts lctrmagtic SEMI-AUTOMATIC PORTABLE RAILGUN: SR-1 Introduction,614
1709,g9oCOSvYkWc,Your Body Is Amazing Pt. 2,AsapSCIENCE Amazig Bdy Facts Amazig facts ifgraphic surprisig facts facts abut yu mst amazig facts scic crazy facts physilgy bst scic facts stp mti whitbard lugs rvs livr hart bld aatmy digsti what happs i yur bdy th scic f yur bdy hw ft d yu d t shwr claliss what happs wh yu di what happs wh yu ar br mmry amazig brai facts bdy parts mst amazig bdy part facts abut humas,982992.3333333334,24704.0,879.6666666666666,2125.6666666666665,AsapSCIENCE Amazig Bdy Facts Amazig facts ifgraphic surprisig facts facts abut yu mst amazig facts scic crazy facts physilgy bst scic facts stp mti whitbard lugs rvs livr hart bld aatmy digsti what happs i yur bdy th scic f yur bdy hw ft d yu d t shwr claliss what happs wh yu di what happs wh yu ar br mmry amazig brai facts bdy parts mst amazig bdy part facts abut humas Your Body Is Amazing Pt. 2,1709
2248,ufE-HaySXSg,Here's the age you peak at everything throughout life,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy agig lv ldr yug,176989.5,4504.0,635.75,639.75,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy agig lv ldr yug Here's the age you peak at everything throughout life,2248
1360,YicuZ0gYH_o,"The U.S. & Russia Are Building a Deep Space Gateway, Here's What You Need to Know",currt vts Scic vid NASA m Russia rscms ISS is th ISS abadd w spac stati cliz m cly wh ar w gig t mars back t th m trump pc fudig Nasa ws spac stati ar w gig back t th m l musk asa ws mars 2024 2033 hw s Skr skr daily skr stris scic dws ducati ducatial discvry ws C-Spac,268325.8,7224.6,329.2,1159.4,"currt vts Scic vid NASA m Russia rscms ISS is th ISS abadd w spac stati cliz m cly wh ar w gig t mars back t th m trump pc fudig Nasa ws spac stati ar w gig back t th m l musk asa ws mars 2024 2033 hw s Skr skr daily skr stris scic dws ducati ducatial discvry ws C-Spac The U.S. & Russia Are Building a Deep Space Gateway, Here's What You Need to Know",1360
488,BnxkuaQxe9A,The best photos taken through a microscope,scic phtgraphy ik micrscp phtgraphy atur micrscpic phtgraphy small wrld i mti ctpus rudwrm amba msquit,97096.6,1867.8,33.0,93.6,scic phtgraphy ik micrscp phtgraphy atur micrscpic phtgraphy small wrld i mti ctpus rudwrm amba msquit The best photos taken through a microscope,488
907,MFoODeZfSD0,Can a Laser Cook Potato Chips?,lasr cuttr william sma crappy scic ptat chips ckig diwhy hw t mak ptat chips diy,505564.0,10233.75,1163.25,2235.0,lasr cuttr william sma crappy scic ptat chips ckig diwhy hw t mak ptat chips diy Can a Laser Cook Potato Chips?,907
134,2jtDZXbN-_c,What if Everyone Ate Beans Instead of Beef?,halth scic utriti vgtaria bf mat livstck climat chag grhus missis 2020 climat bas mtha dit chag,24167.0,350.6666666666667,21.0,107.0,halth scic utriti vgtaria bf mat livstck climat chag grhus missis 2020 climat bas mtha dit chag What if Everyone Ate Beans Instead of Beef?,134
802,JsTptu56GM8,How Computers Compress Text: Huffman Coding and Huffman Trees,tm sctt tmsctt th basics cmputr scic huffma cdig cmprssi huffma tr lsslss cmprssi,347016.6666666667,18522.333333333332,116.33333333333333,1071.6666666666667,tm sctt tmsctt th basics cmputr scic huffma cdig cmprssi huffma tr lsslss cmprssi How Computers Compress Text: Huffman Coding and Huffman Trees,802
1938,mrTHfBCduRA,Thalidomide: The Chemistry Mistake That Killed Thousands of Babies,SciShw scic Hak Gr ducati lar chm strchmistry chmistry rgaic chmistry thalidmid stfa chi babis chiral gmtry dfcts,349103.0,11916.333333333334,149.0,948.3333333333334,SciShw scic Hak Gr ducati lar chm strchmistry chmistry rgaic chmistry thalidmid stfa chi babis chiral gmtry dfcts Thalidomide: The Chemistry Mistake That Killed Thousands of Babies,1938
734,IDXBKvaoXHc,Worst Prison Experiments Conducted on Humans,wrst pris xprimts Wrst Pris Exprimts Cductd  Humas pris pris xprimts what ar wrst pris xprimts jail xprimts tp 10 list xprimt tp 5 huma xprimts scic xprimts scic huma vil xprimts th ifgraphics shw thifgraphicsshw scary facts,441867.0,9325.5,473.5,1725.0,wrst pris xprimts Wrst Pris Exprimts Cductd  Humas pris pris xprimts what ar wrst pris xprimts jail xprimts tp 10 list xprimt tp 5 huma xprimts scic xprimts scic huma vil xprimts th ifgraphics shw thifgraphicsshw scary facts Worst Prison Experiments Conducted on Humans,734
170,3d9i_0Ty7Cg,Are You In A Simulation?,Vsauc3 Vsauc vsaus jak rpr kurzgsagt simulatis simulati thry simulati hypthsis simulati argumt virtual rality ick bstrm philsphy scic ducati i a utshll plat,1052551.25,60188.0,1117.75,6359.0,Vsauc3 Vsauc vsaus jak rpr kurzgsagt simulatis simulati thry simulati hypthsis simulati argumt virtual rality ick bstrm philsphy scic ducati i a utshll plat Are You In A Simulation?,170
1417,_6Qbslgpw8U,How the Massive Equifax Data Breach Happened,SciShw scic Hak Gr ducati lar crdit privacy scurity quifax sftwar cdig hackig hackrs apach struts rmt cd xcuti diacara prid cambria placza Dickisia paltlgist,238588.0,7299.0,124.33333333333333,656.0,SciShw scic Hak Gr ducati lar crdit privacy scurity quifax sftwar cdig hackig hackrs apach struts rmt cd xcuti diacara prid cambria placza Dickisia paltlgist How the Massive Equifax Data Breach Happened,1417
2422,zEezFUb8Zz4,Hop Onboard the Shortest Flight in the World,grat big stry gbs lag dcumtary dcs sctlad UK aviati airplas shrtst guiss wrld rcrd rky Travl & Advtur Wird & Fu Kwldg Tch & Scic,145197.0,2745.0,79.0,331.0,grat big stry gbs lag dcumtary dcs sctlad UK aviati airplas shrtst guiss wrld rcrd rky Travl & Advtur Wird & Fu Kwldg Tch & Scic Hop Onboard the Shortest Flight in the World,2422
1489,aiUq5xksJy0,3 Surprising Things Matter Does Under Extreme Pressure,SciShw scic Hak Gr ducati lar 3 Surprisig Thigs Mattr Ds Udr Extrm Prssur Michal Arada mattr DAC Diamd Avil Cll mlculs plats ms gigapascal tmpratur il watr liquid mtha lctrs sdium hlid 3-D chckrbard xtic bl gass gas bl Jupitr cductrs isulatrs is lctricity Nptu Uraus Trit Tita mtal,340221.5,11523.25,170.75,624.75,SciShw scic Hak Gr ducati lar 3 Surprisig Thigs Mattr Ds Udr Extrm Prssur Michal Arada mattr DAC Diamd Avil Cll mlculs plats ms gigapascal tmpratur il watr liquid mtha lctrs sdium hlid 3-D chckrbard xtic bl gass gas bl Jupitr cductrs isulatrs is lctricity Nptu Uraus Trit Tita mtal 3 Surprising Things Matter Does Under Extreme Pressure,1489
1444,_lnPimlBnk4,How to survive if you get stranded on an island in the middle of nowhere,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy Wils th vllyball islad stradd survivr survival,184670.75,3828.25,205.25,547.25,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy Wils th vllyball islad stradd survivr survival How to survive if you get stranded on an island in the middle of nowhere,1444
60,0Yhaei1S5oQ,Japan's Ominous Dancing Cats and the Disaster That Followed,SciShw scic Hak Gr ducati lar Chiss Crprati Miamata Japa chmical plat cat actaldhyd catalyst actic acid bay mrcury Havy mtal irgaic mrcury i mrcuric itrat txic aarbic bactria mthylmrcury biavailabl pisus fish dacig Miamata Disas plactal barrir birth dfct mthii cysti ami acid prti brai wastwatr,301452.5,11060.0,149.5,790.5,SciShw scic Hak Gr ducati lar Chiss Crprati Miamata Japa chmical plat cat actaldhyd catalyst actic acid bay mrcury Havy mtal irgaic mrcury i mrcuric itrat txic aarbic bactria mthylmrcury biavailabl pisus fish dacig Miamata Disas plactal barrir birth dfct mthii cysti ami acid prti brai wastwatr Japan's Ominous Dancing Cats and the Disaster That Followed,60
2086,qPDZZj6By3Y,Killer Whales Attack Minke - Frozen Planet - BBC Earth,BBC BBC Wrldwid Natur Natural Histry Aimals Wildlif Wild hutig mik whal whal mammals rmus ca mari shckig bbc dcumtary bbc arth killr whal rca hut sa whals,171979.0,3397.5,112.0,453.0,BBC BBC Wrldwid Natur Natural Histry Aimals Wildlif Wild hutig mik whal whal mammals rmus ca mari shckig bbc dcumtary bbc arth killr whal rca hut sa whals Killer Whales Attack Minke - Frozen Planet - BBC Earth,2086
448,Ah3V4S15Lyc,Lowe's is giving its workers Iron Man suits to carry your lumber,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy Lw's xcsuit lumbr ir ma havy liftig shppig str rtail cstructi,143639.0,2315.5,190.0,478.0,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy Lw's xcsuit lumbr ir ma havy liftig shppig str rtail cstructi Lowe's is giving its workers Iron Man suits to carry your lumber,448
630,FgW2kpNQ7BY,"Katherine Johnson Interview, Sept. 2017",NASA Lagly Rsarch Ctr arautics xplrati scic rsarch tchlgy girig Kathri Jhs Kathri G. Jhs Cmputatial Rsarch Facility math buildig ddicati,8007.5,111.5,2.5,16.5,"NASA Lagly Rsarch Ctr arautics xplrati scic rsarch tchlgy girig Kathri Jhs Kathri G. Jhs Cmputatial Rsarch Facility math buildig ddicati Katherine Johnson Interview, Sept. 2017",630
1831,k1gVVnv_om4,Hurricane Maria slams Puerto Rico — here are the latest projections,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy Hurrica Maria Hurrica safty purt ric catgry 5 wathr disastr,21700.333333333332,442.0,12.666666666666666,164.0,Tch Isidr TI Tch Scic Ivati Digital cultur Dsig Tchlgy Hurrica Maria Hurrica safty purt ric catgry 5 wathr disastr Hurricane Maria slams Puerto Rico — here are the latest projections,1831
2266,v9ERab8P6Io,How Mario Got His Mustache (and His Name!),grat big stry gbs lag dcumtary dcs watchabl vid gams itd mari supr mari brs. dky kg Tch & Scic Wird & Fu Kwldg gamig,106250.5,4106.0,66.5,469.5,grat big stry gbs lag dcumtary dcs watchabl vid gams itd mari supr mari brs. dky kg Tch & Scic Wird & Fu Kwldg gamig How Mario Got His Mustache (and His Name!),2266
